timestamp_utc,news_id,source,language,title,body_hash,decision,category,risk_tier,reason_codes,l2_similarity,l3_used,latency_ms,config_version_hash
2026-08-09T16:36:01.400321+00:00,827c2ddc5a238ed7c3c4f1080895a6b9,TASS,ru,Сделавший ассист кульбитом футболист Мохаммади занимался в Иране гимнастикой,0e9a6dc6c08b8e893b3a3c1bd0bee463772aeead061567472d351d609697441b,hard_block,SPORT_BLOCKED,red,['manual_sport_hard_block'],,False,0.139000010676682,777f07cd33abc7ac
2026-08-09T16:36:01.421354+00:00,b89ed41a973d3e8ab111a4c2bae7658d,TASS,ru,В Татарстане ветер повалил более 20 деревьев и сорвал 3 крыши,5bd5b759ce05bb295759c76db909a374ea0c9f384dcc28fc2f6500ac064e5e2a,allow,NON_TOPICAL,yellow,"['unknown_topic_low_signal_allow_forward', 'override:unknown_topic_forward_trusted_source']",0.0,False,19.05350002925843,777f07cd33abc7ac
2026-08-09T16:36:01.422355+00:00,648771d7dae498b20fa9ef83c79b0ca4,TASS,ru,Над Тульской областью сбили шесть БПЛА,7d81434e90466ddd18506b070c14daa9384437b6ec4bb05ed61bd28b13b369c1,hard_block,WAR_OPERATIONAL,red,['manual_war_operational_hard_block'],,False,0.07770000956952572,777f07cd33abc7ac
2026-08-09T16:36:01.423355+00:00,6220a343b905fc69a59746b0434474bb,TASS,ru,"В Тюмени более 3,5 км береговой линии озера Круглое очистили от погибшей рыбы",7c7c140cbb755def6423b39ce3ace15e797ffdc8387470a31dc0e03fd19ad3ec,hard_block,DEATH,red,['manual_death_hard_block'],,False,0.0838999985717237,777f07cd33abc7ac
2026-08-09T16:36:01.424357+00:00,9c77e93e0a755d8f043370520c66ac8f,TASS,ru,Матвиенко выразила соболезнования из-за смерти главы парламента Лаоса,d80a3c36cb1b133c823d10dca947117985c7f4f464a8635bd004e6dd9b5b55e4,hard_block,SPORT_BLOCKED,red,['sport_blocked'],,False,0.1278999843634665,777f07cd33abc7ac
2026-08-09T16:36:01.425355+00:00,78974433938113c1a1f4fa387afeb18b,TASS,ru,В Липецкой области отменили воздушную опасность,119a572458c09e6e1e4ccc125364c540b1dc89216821f7a85d25273ce39e9627,hard_block,WAR_OPERATIONAL,red,['manual_war_operational_hard_block'],,False,0.09809999028220773,777f07cd33abc7ac
2026-08-09T16:36:01.434372+00:00,ab91f1fc5e670043e0461c8b751e9247,TASS,ru,МИД РФ: отказ Греции от российского газа ударит по ее экономике,e36241a737fbd13bc5986f7eb3e42697d3921d2e9c1bd0b4b964a354780ef052,allow,,green,['primary:labor_economy'],0.0,False,8.742199977859855,777f07cd33abc7ac
2026-08-09T16:36:01.435372+00:00,1ef9624191f71f666ed923f2c02ef705,TASS,ru,"""Зенит"" потерпел первое поражение в сезоне, проиграв ""Родине"" в матче РПЛ",f3f5e88d22e46ddacf4d23c277f76d5a93c2dcf9e939a1656178dbfe7f45680a,hard_block,SPORT_BLOCKED,red,['manual_sport_hard_block'],,False,0.08690002141520381,777f07cd33abc7ac
2026-08-09T16:36:01.436371+00:00,047523d8eb3baf77244878d410aa1169,TASS,ru,В Белгороде начался ремонт поврежденного от ночных атак ВСУ жилья,d3b4872f61935bb12d9110f569f5f324b8efd95a392d6ddd4852b85e8aefb6d2,hard_block,WAR_OPERATIONAL,red,['manual_war_operational_hard_block'],,False,0.0858000130392611,777f07cd33abc7ac
2026-08-09T16:36:01.437414+00:00,aa9080cbf1cd42c6032b24c09dca32d8,TASS,ru,"Даку не вошел в стартовый состав ""Спартака"" на матч РПЛ с ""Краснодаром""",ca617b701c01d5b845d197fd2ae9b41b2e2bcf97791207892e16917759132358,hard_block,SPORT_BLOCKED,red,['manual_sport_hard_block'],,False,0.08349999552592635,777f07cd33abc7ac
