timestamp_utc,news_id,source,language,title,body_hash,decision,category,risk_tier,reason_codes,l2_similarity,l3_used,latency_ms,config_version_hash
2026-08-09T14:32:38.003906+00:00,7154c6e98e1bc6a6075819ae5c7ede39,TASS,ru,"В Московском планетарии рассказали, какими будут ""падающие звезды"" потока Персеиды",b1a28cf43e3abb52f29dd96e6b8c949c0d29063b970309c96d500a4fe6ecb2ca,allow,NON_TOPICAL,yellow,['unknown_topic_low_signal_allow_forward'],0.0,False,20.031599968206137,44e4c006eaed907e
2026-08-09T14:32:38.004913+00:00,608658d91142c709dfd7eb7178db7b84,TASS,ru,Комитет по нацбезопасности Ирана одобрил новый законопроект по управлению Ормузом,b20d6d3907195e64db9307b40f440b94e1e3722ee85facbc46b05d2fccc0ded4,hard_block,WAR_OPERATIONAL,red,['manual_war_operational_hard_block'],,False,0.12139999307692051,44e4c006eaed907e
2026-08-09T14:32:38.005912+00:00,77d154316d43a366c59c1fb59f05638d,TASS,ru,В Белгороде при атаке БПЛА пострадали два человека,69423fad002ce47d055b8a75e75a1c3dd10d24c0153ccb8b509a938ae7623592,hard_block,WAR_OPERATIONAL,red,['manual_war_operational_hard_block'],,False,0.06310001481324434,44e4c006eaed907e
2026-08-09T14:32:38.015415+00:00,e720c2bc9e422a723cc095bcd6e9a211,TASS,ru,Россияне стали серебряными призерами ЧЕ по пятиборью в смешанной эстафете,a4a2bfe72cd16bd5d36a58b92d73da142a152c26b25b7669df8008c8ba1d81f9,allow,NON_TOPICAL,yellow,['unknown_topic_low_signal_allow_forward'],0.0,False,8.62889998825267,44e4c006eaed907e
2026-08-09T14:32:38.017416+00:00,c7c99a12e1402dfdc4c78c0817096c7e,TASS,ru,"В футбольном ""Динамо"" сообщили об исходящем трансфере",2ebfe1a9643d3013497c264afab6bb4515844f1076880cf1bd4f97c514686694,hard_block,SPORT_BLOCKED,red,['manual_sport_hard_block'],,False,0.0665000407025218,44e4c006eaed907e
2026-08-09T14:32:38.018415+00:00,84349d1d76e8337f2e74938c16d7a23a,TASS,ru,"В ""Динамо"" ждут возвращения в строй вратаря Лунева через два тура",3ec462c2f5b30793fbdc94ca2795072ab3d14640755bca893be36af8222ff7ee,hard_block,SPORT_BLOCKED,red,['manual_sport_hard_block'],,False,0.07790001109242439,44e4c006eaed907e
2026-08-09T14:32:38.018415+00:00,4fd3daebef4d227de179ee0d3e175338,TASS,ru,"Пивоваров: ФК ""Динамо"" важно строить хорошие отношения с Овечкиным",3e425366e1404f51c214be3c2b4d167cbf1ff27a68e36631b97696e1a7c15550,hard_block,SPORT_BLOCKED,red,['manual_sport_hard_block'],,False,0.07299997378140688,44e4c006eaed907e
2026-08-09T14:32:38.028639+00:00,21ffdc162b099123011a3201a4178454,TASS,ru,Spiegel: Пентагон финансирует исследования в вузах ФРГ,8c58099e4c4b1572408a4f8ff799edb74eac2127f5c76e67ecd3111865e14de6,allow,NON_TOPICAL,yellow,['unknown_topic_low_signal_allow_forward'],0.0,False,8.905199996661395,44e4c006eaed907e
2026-08-09T14:32:38.029639+00:00,ff1c5a5997cba4c6fe02a0f161b7f68e,TASS,ru,FIDE рассмотрит вопрос по допуску россиян на Олимпиаду в ближайшие две недели,ccb588c231fdf15abc5c0d30c7557bbf24d5458512fe7660e8d3632737d4b359,hard_block,SPORT_BLOCKED,red,['sport_blocked'],,False,0.08050003089010715,44e4c006eaed907e
2026-08-09T14:32:38.030639+00:00,a0efd6505fd94d7b34b2d263ca9f2335,TASS,ru,ВС РФ поразили железнодорожную инфраструктуру ВСУ,0982d34c42a9dae2d1c176f511be507c2860abb586725254313cdeca0e7032a5,hard_block,WAR_OPERATIONAL,red,['manual_war_operational_hard_block'],,False,0.06890000076964498,44e4c006eaed907e
2026-08-09T14:32:38.041153+00:00,433d58bc71c67e295faff66fde312954,TASS,ru,"Глава ""Калашникова"" заявил, что концерн не работает с недружественными странами",30a51e233b3329ee5b52053bc0e44c61f401fdc2a8e1c53060d9d40064a9ba96,allow,NON_TOPICAL,yellow,['unknown_topic_low_signal_allow_forward'],0.0,False,9.248799993656576,44e4c006eaed907e
2026-08-09T14:32:38.050662+00:00,ba5b341b563c8d74973372d751aa3312,TASS,ru,"""Нафтогаз Украины"" сообщил о приостановке работы одной из буровых установок",ac94adb7fd120cca242eb5cb2fd04b7216cd429d81e4719243123b85ff217b1f,allow,NON_TOPICAL,yellow,['unknown_topic_low_signal_allow_forward'],0.0,False,8.740300021599978,44e4c006eaed907e
2026-08-09T14:32:38.052167+00:00,aa802132f09c9c73d6fefee04fe24bc4,TASS,ru,В Тульской области начали проверку после обрушения стены в центре образования,559643e75ad09c65190c6a825156a2bde9aa1c1459a73423ef4d0f51de815be2,hard_block,SPORT_BLOCKED,red,['sport_blocked'],,False,0.10800000745803118,44e4c006eaed907e
2026-08-09T14:32:38.062698+00:00,86afade1ff68cacf36061874e77a2acf,TASS,ru,"МИД РФ считает, что должность высокого представителя в БиГ нужно закрыть",e596f58b0f77581136fa4be1f6f966a837ee6fac0e616c74878853ab4a74db3a,review,,yellow,['unknown_topic'],0.0,False,9.382700023707002,44e4c006eaed907e
2026-08-09T14:32:38.063699+00:00,137649a87f4279877026b70ef0258b6a,TASS,ru,Africanews: гражданская война в Судане поставила под угрозу пирамиды Мероэ,abd2e3c0ae353b9d8f1dd5ed8e0dd5a43e018643838b00c0fac040eaee65e94a,hard_block,WAR,red,['manual_war_hard_block'],,False,0.0947999651543796,44e4c006eaed907e
